Prioridad,Lakehouse,Esquema,source_table,target_table,Campo_001,Campo_002,Campo_003,Campo_004,Campo_005,Campo_006,Campo_007,Campo_008,Campo_009,Campo_010,Campo_011,Campo_012,Campo_013,Campo_014,Campo_015,Campo_016,Campo_017,Campo_018,Campo_019,Campo_020,Campo_021,Campo_022,Campo_023,Campo_024,Campo_025,Campo_026,Campo_027,Campo_028,Campo_029,Campo_030,Campo_031,Campo_032,Campo_033,Campo_034,Campo_035,Campo_036,Campo_037,Campo_038,Campo_039,Campo_040,Campo_041,Campo_042,Campo_043,Campo_044,Campo_045,Campo_046,Campo_047,Campo_048,Campo_049,Campo_050,Campo_051,Campo_052,Campo_053,Campo_054,Campo_055,Campo_056,Campo_057,Campo_058,Campo_059,Campo_060,Campo_061,Campo_062,Campo_063,Campo_064,Campo_065,Campo_066,Campo_067,Campo_068,Campo_069,Campo_070,Campo_071,Campo_072,Campo_073,Campo_074,Campo_075,Campo_076,Campo_077,Campo_078,Campo_079,Campo_080,Campo_081,Campo_082,Campo_083,Campo_084,Campo_085,Campo_086,Campo_087,Campo_088,Campo_089,Campo_090,Campo_091,Campo_092,Campo_093,Campo_094,Campo_095,Campo_096,Campo_097,Campo_098,Campo_099,Campo_100,Campo_101,Campo_102,Campo_103,Campo_104,Campo_105,Campo_106,Campo_107,Campo_108,Campo_109,Campo_110,Campo_111,Campo_112,Campo_113,Campo_114,Campo_115,Campo_116,Campo_117,Campo_118,Campo_119,Campo_120,Campo_121,Campo_122,Campo_123,Campo_124,Campo_125,Campo_126,Campo_127,Campo_128,Campo_129,Campo_130,Campo_131,Campo_132,Campo_133,Campo_134,Campo_135,Campo_136,Campo_137,Campo_138,Campo_139,Campo_140,Campo_141,Campo_142,Campo_143,Campo_144,Campo_145,Campo_146,Campo_147,Campo_148,Campo_149,Campo_150,Campo_151,Campo_152,Campo_153,Campo_154,Campo_155,Campo_156,Campo_157,Campo_158,Campo_159,Campo_160,Campo_161,Campo_162,Campo_163,Campo_164,Campo_165,Campo_166,Campo_167,Campo_168,Campo_169,Campo_170,Campo_171,Campo_172,Campo_173,Campo_174,Campo_175,Campo_176,Campo_177,Campo_178,Campo_179,Campo_180,Campo_181,Campo_182,Campo_183,Campo_184,Campo_185,Campo_186,Campo_187,Campo_188,Campo_189,Campo_190,Campo_191,Campo_192,Campo_193,Campo_194,Campo_195,Campo_196,Campo_197,Campo_198,Campo_199,Campo_200,Campo_201,Campo_202,Campo_203,Campo_204,Campo_205,Campo_206,Campo_207,Campo_208,Campo_209,sap_Client,sap_CreatedBy,sap_CreatedOn,sap_LastChangedBy,sap_LastChangedOn,sap_DataSource,sap_LogicalSystem,sap_DataPackage,Notas_SAP
0,lh_bronze_qad1,fi,AC_MSTR,chart_of_accounts,UPPER(AC_CODE),CAST(AC_FPOS AS INT),UPPER(AC_TYPE),UPPER(AC_DESC),UPPER(AC_CURR),CAST(AC_ACTIVE AS BOOLEAN),AC_USER1,AC_USER2,"COALESCE(AC__CHR01, ' ')","COALESCE(AC__CHR02, ' ')","COALESCE(AC__CHR03, ' ')","COALESCE(AC__CHR04, ' ')",AC_DOMAIN,CAST(PROGRESS_RECID AS INT),current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_sap_rise,fi,IGLACCOUNTINCHARTOFACCOUNTS,chart_of_accounts,GLAccount,,,Description,TransactionCurrency,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
0,lh_silver_erp,fi,fiscal_calendars,fiscal_calendars,year,period,start,end,user1,user2,yr_end,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_qad1,fi,GLC_CAL,fiscal_calendars,GLC_YEAR,GLC_PER,GLC_START,GLC_END,GLC_USER1,GLC_USER2,GLC_YR_END,GLC_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_sap_rise,fi,IFISCALYEAR,fiscal_calendars,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
0,lh_silver_erp,fi,fiscal_periods,fiscal_periods,year,period,segment_id,gl_clsd,closed,yr_clsd,user1,user2,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_qad1,fi,GLCD_DET,fiscal_periods,GLCD_YEAR,GLCD_PER,GLCD_ENTITY,GLCD_GL_CLSD,GLCD_CLOSED,GLCD_YR_CLSD,GLCD_USER1,GLCD_USER2,GLCD_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_sap_rise,fi,IFISCALYEAR,fiscal_periods,,,Segment,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
1,lh_silver_erp,fi,payment_terms,payment_terms,payment_code,desc,disc_pct,disc_days,due_days,due_date,xfrom_inv,disc_date,xdue_inv,dating,user1,user2,user_id,mod_date,due_inv,from_inv,terms_int,late_int,base_date,base_days,min_days,grace_days,mtd_disc,mtd_due,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,lh_bronze_qad1,fi,CT_MSTR,payment_terms,,CT_CODE,,CT_DESC,CT_DISC_PCT,CT_DISC_DAYS,CT_DUE_DAYS,CT_DUE_DATE,CT_XFROM_INV,CT_DISC_DATE,CT_XDUE_INV,CT_DATING,,CT_USER1,,CT_USER2,CT_USERID,CT_MOD_DATE,CT_DUE_INV,CT_FROM_INV,CT_TERMS_INT,CT_LATE_INT,CT_BASE_DATE,CT_BASE_DAYS,CT_MIN_DAYS,CT_GRACE_DAYS,CT_MTD_DISC,CT_MTD_DUE,,CT_DOMAIN,,PROGRESS_RECID,,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,lh_bronze_qad1,fi,TM_MSTR,payment_terms,TM_CODE,,TM_DESC,,,,,,,,,,TM_USER1,,TM_USER2,,,,,,,,,,,,,,TM_DOMAIN,,PROGRESS_RECID,,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,lh_bronze_sap_rise,fi,IPAYMENTTERMS,payment_terms,,Description,,,,DocumentDate,,DocumentDate,,,,,,DocumentDate,,,,,DocumentDate,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
1,lh_silver_erp,fi,subaccounts,subaccounts,subaccount_id,description,user1,user2,active,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,lh_bronze_qad1,fi,SB_MSTR,subaccounts,SB_SUB,SB_DESC,SB_USER1,SB_USER2,SB_ACTIVE,SB_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,lh_bronze_sap_rise,fi,IGLACCOUNTINCHARTOFACCOUNTS,subaccounts,GLAccount,Description,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
0,lh_silver_erp,md,business_partner,business_partner,address_id,name,address_line1,address_line2,address_line3,city,state,postal_code,country,country_code,county,address_type,attention,attention_2,phone_number,phone_extension,phone_number_2,phone_extension_2,fax_number,fax_number_2,reference,sort_code,language,bank_account_1,bank_account_2,vat_registration,coc_registration,gst_id,tax_type,tax_code,taxable,tax_included,tax_zone,tax_usage,tax_report,internal_division,name_control,postal_id,address_format,temp_field,week_offset,last_file,user_field_1,user_field_2,chr_field_01,chr_field_02,chr_field_03,created_at,updated_at,updated_by,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_qad1,md,AD_MSTR,business_partner,UPPER(AD_ADDR),AD_NAME,AD_LINE1,AD_LINE2,AD_LINE3,AD_CITY,AD_STATE,AD_ZIP,AD_COUNTRY,AD_CTRY,AD_COUNTY,AD_TYPE,AD_ATTN,AD_ATTN2,AD_PHONE,AD_EXT,AD_PHONE2,AD_EXT2,AD_FAX,AD_FAX2,AD_REF,AD_SORT,AD_LANG,AD_BK_ACCT1,AD_BK_ACCT2,AD_VAT_REG,AD_COC_REG,AD_GST_ID,AD_TAX_TYPE,AD_TAXC,AD_TAXABLE,AD_TAX_IN,AD_TAX_ZONE,AD_TAX_USAGE,AD_TAX_REPORT,AD_INTR_DIVISION,AD_NAME_CONTROL,AD_PST_ID,AD_FORMAT,AD_TEMP,AD_WK_OFFSET,AD_LAST_FILE,AD_USER1,AD_USER2,AD__CHR01,AD__CHR02,AD__CHR03,AD_DATE,AD_MOD_DATE,AD_USERID,AD_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_sap_rise,md,IBUSINESSPART,business_partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DocumentDate,DocumentDate,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
0,lh_silver_erp,md,company_codes,company_codes,company_code,company_name,company_type,modified_by,modified_date,user_field_1,user_field_2,short_name,database_name,is_active,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_qad1,md,DOM_MSTR,company_codes,DOM_DOMAIN,DOM_NAME,DOM_TYPE,DOM_MOD_USERID,CAST(DOM_MOD_DATE AS DATE),DOM_USER1,DOM_USER2,DOM_SNAME,DOM_DB,CAST(DOM_ACTIVE AS BOOLEAN),CAST(PROGRESS_RECID AS INT),current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_sap_rise,md,ICOMPANYCODE,company_codes,CompanyCode,,,,DocumentDate,,,,,,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
0,lh_silver_erp,md,countries,countries,ctry_code,country,ec_flag,code1,user1,user2,chr01,log01,group,cmtindx,type,nafta_flag,dea_flag,gatt_flag,vat_reg_prefix,ie_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_qad1,md,CTRY_MSTR,countries,CTRY_CTRY_CODE,CTRY_COUNTRY,CTRY_EC_FLAG,CTRY_CODE1,CTRY_USER1,CTRY_USER2,CTRY__CHR01,CTRY__LOG01,CTRY_GROUP,CTRY_CMTINDX,CTRY_TYPE,CTRY_NAFTA_FLAG,CTRY_DEA_FLAG,CTRY_GATT_FLAG,CTRY_VAT_REG_PREFIX,CTRY_IE_CODE,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_sap_rise,md,ICOUNTRY,countries,,,,,,,,,,,,,,,,,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
0,lh_silver_erp,md,currencies,currencies,currency_code,desc,rnd_mthd,active,mod_userid,mod_date,user1,user2,iso_currency_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_qad1,md,CU_MSTR,currencies,CU_CURR,CU_DESC,CU_RND_MTHD,CU_ACTIVE,CU_MOD_USERID,CU_MOD_DATE,CU_USER1,CU_USER2,CU_ISO_CURR,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_sap_rise,md,ICURRENCY,currencies,TransactionCurrency,Description,,,,DocumentDate,,,TransactionCurrency,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
0,lh_silver_erp,md,customers,customers,customer_id,ship_to_id,customer_type,customer_class,region,plant_id,sort_code,credit_terms,credit_rating,credit_limit,credit_hold_flag,credit_updated_at,credit_review_date,highest_credit_balance,highest_credit_date,sales_employee_id,price_list_id,price_list_id_2,discount_percentage,fixed_price_flag,freight_price_list_id,freight_terms,ship_via_code,ship_lead_time,ar_account_id,ar_cost_center_id,ar_sub_account_id,ar_balance,average_payment_days,tax_code,taxable_flag,tax_included_flag,payment_method,payment_date,statement_flag,statement_cycle,dunning_flag,collection_method,resale_number,promo_code,back_to_back_credit,back_to_back_type,back_to_back_method,currency_code,settlement_currency,exchange_rate_type,sic,dec01,dec02,chr06,language,partial_payment_flag,finance_flag,internal_customer_flag,po_required_flag,sale_date,finance_date,remarks,bank_account_id,fiscal_id_1,fiscal_id_2,user_field_1,user_field_2,chr_field_01,chr_field_02,updated_at,updated_by,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_qad1,md,CM_MSTR,customers,CM_ADDR,CM_SHIP,CM_TYPE,CM_CLASS,CM_REGION,CM_SITE,CM_SORT,CM_CR_TERMS,CM_CR_RATING,CM_CR_LIMIT,CM_CR_HOLD,CM_CR_UPDATE,CM_CR_REVIEW,CM_HIGH_CR,CM_HIGH_DATE,`CM_SLSPSN##1`,CM_PR_LIST,CM_PR_LIST2,CM_DISC_PCT,CM_FIX_PR,CM_FR_LIST,CM_FR_TERMS,CM_SHIPVIA,CM_SHIP_LT,CM_AR_ACCT,CM_AR_CC,CM_AR_SUB,CM_BALANCE,CM_AVG_PAY,CM_TAXC,CM_TAXABLE,CM_TAX_IN,CM_PAY_METHOD,CM_PAY_DATE,CM_STMT,CM_STMT_CYC,CM_DUN,CM_COLL_MTHD,CM_RESALE,CM_PROMO,CM_BTB_CR,CM_BTB_TYPE,CM_BTB_MTHD,CM_CURR,CM_SCURR,CM_EX_RATETYPE,CM_SIC,CM__DEC01,CM__DEC02,CM__CHR06,CM_LANG,CM_PARTIAL,CM_FIN,CM_INTERNAL,CM_PO_REQD,CM_SALE_DATE,CM_FIN_DATE,CM_RMKS,CM_BANK,CM_FST_ID,CM_PST_ID,CM_USER1,CM_USER2,CM__CHR01,CM__CHR02,CM_MOD_DATE,CM_USERID,CM_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,lh_bronze_sap_rise,md,ICUSTOMER,customers,Customer,,,,,Plant,,,,,,DocumentDate,DocumentDate,,DocumentDate,,,,,,,,,,GLAccount,CostCenter,GLAccount,,,,,,,DocumentDate,,,,,,,,,,TransactionCurrency,,,,,,,,,,,,DocumentDate,DocumentDate,,GLAccount,,,,,,,DocumentDate,DocumentDate,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
1,lh_silver_erp,md,exchange_rates,exchange_rates,curr1,curr2,start_date,end_date,rate,rate2,ratetype,mod_userid,mod_date,user1,user2,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,lh_bronze_qad1,md,EXR_RATE,exchange_rates,EXR_CURR1,EXR_CURR2,EXR_START_DATE,EXR_END_DATE,EXR_RATE,EXR_RATE2,EXR_RATETYPE,EXR_MOD_USERID,EXR_MOD_DATE,EXR_USER1,EXR_USER2,EXR_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,lh_bronze_sap_rise,md,IEXCHANGERATE,exchange_rates,,,DocumentDate,DocumentDate,,,,,DocumentDate,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
